admin_page_cnt,admin_duration,info_page_cnt,info_duration,product_page_cnt,product_duration,bounce_rate,exit_rate,avg_page_val,special_day_0_1,month_raw,op_sys,browser_type,region,traffic_type,visitor_type,weekend,revenue,month_num,session_id
10,1005.666667,0,0.0,36,2111.341667,0.004347826,0.014492754,11.43941195,0.0,Feb,2,6,1,2,returning_visitor,False,True,2.0,1ec15c3a0d9cb7655906acacca379f5971e92004b308fefca5ace6f00e181f89
0,0.0,0,0.0,2,76.0,0.0,0.05,0.0,0.6,Feb,3,2,3,3,returning_visitor,False,False,2.0,660c1780e63145477629b8393e19e30b9ac1d02ad496a6a5ec7ed356f768cf57
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,1.0,Feb,1,1,1,3,returning_visitor,True,False,2.0,131074baef823f6660347aa46ac1750d10cdef7b9175687c0beb613f7536f36d
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.4,Feb,1,1,1,3,returning_visitor,False,False,2.0,c9e2c4cc07e10fe857a8ae1f4b51b15a9005e5be35ae69674a1e774ab89e5669
0,0.0,0,0.0,7,208.0,0.0,0.028571429,0.0,0.0,Feb,4,1,1,5,returning_visitor,True,False,2.0,9eb75e822603e716017bdffaaa5520819680a15500b06c8e7efc909eae3351a8
0,0.0,0,0.0,4,270.0,0.0,0.016666667,0.0,0.8,Feb,1,1,1,3,returning_visitor,False,False,2.0,f763c8020e754f24ff93aef855ed1179a272b1c9cd0a39eec7b9fa736fe9de47
0,0.0,0,0.0,6,39.5,0.0,0.02,0.0,0.0,Feb,2,2,1,3,returning_visitor,False,False,2.0,1d78f12c9341da526b687da35880e8ccfee05c3459f2c82e811b1d8c044af642
0,0.0,0,0.0,12,375.0,0.016666667,0.058333333,0.0,0.0,Feb,3,2,4,1,returning_visitor,False,False,2.0,fa86845caf62f4640ef3a87b5028e88d0fb3e7eceba89b57c3732a1a760261eb
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.8,Feb,2,2,2,1,returning_visitor,True,False,2.0,76d7362518fd0b743c3157793bbc296fb7b2dc30199c9863d05a9c4cec1d7160
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Feb,1,1,1,3,returning_visitor,False,False,2.0,be31f81e658cffb21fb40682b5aa700d292a228cbdb3750f927333f30dc33ee7
0,0.0,0,0.0,7,150.0,0.057142857,0.085714286,0.0,0.0,Feb,2,2,2,1,returning_visitor,False,False,2.0,2da90172e56279f2828973f5c6221bf35a4568474f18ab974c4bb16f23f65c13
0,0.0,0,0.0,3,138.0,0.0,0.066666667,0.0,0.0,Feb,1,1,1,3,returning_visitor,False,False,2.0,5bfda428e088bc8c1effec398f2c54229cf7cb5fc93ef9676aef9aec7a473247
0,0.0,0,0.0,7,337.5,0.028571429,0.023809524,0.0,0.4,Feb,4,1,3,3,returning_visitor,False,False,2.0,c8c7a5453d0d03b4ef617085eb41ed63469e192771d2d2481daaa7b592bbe24e
0,0.0,0,0.0,19,620.0333333,0.0,0.007894737,0.0,0.0,Feb,1,1,4,2,returning_visitor,False,False,2.0,d4e80dcbca6619e784f6f184e0a8b6f4d103594a382e90ee8db030d3dd2483b6
2,36.0,0,0.0,15,168.8461538,0.0,0.011764706,0.0,0.4,Feb,1,1,1,3,returning_visitor,False,False,2.0,2a700ea406310e384c9d24029b3dd4e53afdddc77e8e855f9dc28cc648cd7452
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Feb,1,1,1,2,returning_visitor,True,False,2.0,48dbc8f472916453cbe6434eb20448405512574232c524cda13bfa4535ca51e2
0,0.0,0,0.0,2,52.0,0.0,0.1,0.0,0.0,Feb,1,1,1,3,returning_visitor,False,False,2.0,9e71c71ddce72c991f7dc8f9eaea31677ee569d858167dd1a7b68ffb1df782da
0,0.0,0,0.0,13,649.25,0.0,0.015384615,0.0,0.0,Feb,2,2,1,5,new_visitor,False,False,2.0,9c23f20e8bf4428f25fac2117fa9b68d5939f5ff508ec3401a42a89e2bc97469
0,0.0,0,0.0,27,925.3333333,0.003703704,0.025925926,0.0,0.6,Feb,4,1,3,3,returning_visitor,False,False,2.0,c6e116e7127894d5f4f63ce3a448cfc699739b26a7b9837e4bfbf9cbe5ea5e62
0,0.0,0,0.0,2,33.0,0.0,0.1,0.0,0.2,Feb,1,1,1,3,returning_visitor,False,False,2.0,cb52cc9242fe12674ebd3bbd7603f45915ef77726baeacf3ec8481840fbe3198
0,0.0,0,0.0,6,1566.5,0.05,0.066666667,0.0,0.2,Feb,1,1,1,3,returning_visitor,False,False,2.0,30693005f7f93ff8f0179242be46b5dcad6b3604102081ba619b1ecadb6e978d
0,0.0,0,0.0,4,105.0,0.0,0.025,0.0,0.6,Feb,1,1,1,4,returning_visitor,False,False,2.0,e314d6da32ec192928ee93930f0a1149a139772f6af53f54d13a509e3afa5e85
0,0.0,1,0.0,7,50.0,0.038095238,0.080952381,0.0,0.6,Feb,2,4,1,7,returning_visitor,False,False,2.0,47e6687c14ad0b4ff0c322068af4d773024065f5fb29deaef9484828e1819d9f
0,0.0,0,0.0,16,644.2,0.004166667,0.031666667,0.0,0.0,Feb,3,2,3,4,returning_visitor,False,False,2.0,f4c0b181d26365e2e2679d34cf953adae6765609e01c27b649077e9d04dfcf70
3,18.33333333,0,0.0,38,2635.177778,0.0,0.008947368,0.0,0.4,Feb,2,4,1,2,returning_visitor,False,False,2.0,4bfc4c41e25bed80dccf4e961ad94c9139123b405d763cf2d3a344323e9507a2
4,61.0,0,0.0,19,607.0,0.0,0.026984127,17.53595893,1.0,Feb,1,1,7,4,returning_visitor,True,True,2.0,8bf21e2f41dfec7602d7a6782d454d75d5cfb06e9164a17cd94018aa89af8ab8
0,0.0,0,0.0,6,415.0,0.0,0.033333333,0.0,0.4,Feb,1,1,3,2,returning_visitor,False,False,2.0,80668e4687d1c1c3c506a9acfc21d9ccee09b050e4b58b8fd7b467e6f5f6d333
2,31.0,1,16.0,36,2083.530952,0.0,0.01351025,0.0,0.8,Feb,2,2,4,3,returning_visitor,False,False,2.0,10fda9cd9644c7ec3c4d63e21ad882648f3c72fa21b98300b08d13d75737d370
3,58.5,0,0.0,17,281.6666667,0.007058824,0.017647059,0.0,0.0,Feb,1,1,3,4,returning_visitor,False,False,2.0,5b3522a33197cd442171ecf1020c9d9816cf8bdea35e7ab12ca9163a99c1efe8
0,0.0,0,0.0,2,27.0,0.15,0.15,0.0,0.0,Feb,1,1,7,2,returning_visitor,False,False,2.0,6d13114a9db51ba4e2cb720dcb45417cdaf01c7c797731db2cf440d275f3c0f6
0,0.0,1,0.0,9,215.0,0.044444444,0.074074074,0.0,0.8,Feb,4,1,1,3,returning_visitor,False,False,2.0,65570074ef4520024670014f316e26745c1fbfc2a9649cb7d89232f988089368
0,0.0,0,0.0,12,162.0,0.05,0.066666667,0.0,0.0,Feb,1,1,1,3,returning_visitor,False,False,2.0,a380166df58ddc0a6d42582b64f4c6c42adcf5a1831a11dcc96b59395c9d4f02
0,0.0,0,0.0,2,114.0,0.05,0.066666667,0.0,0.8,Feb,3,3,1,3,returning_visitor,False,False,2.0,88e2f38dac9fb4ed7fd823b0a3e8d53ebdeafb5b0b6a438ea4f997d33002a9f1
6,326.25,4,94.0,128,5062.213753,0.000854701,0.01791847,0.0,0.0,Feb,2,5,1,3,returning_visitor,False,False,2.0,c2d307a57781aaef28f70ee28851439beed55bb217aad300d2f21087f7ae38cb
0,0.0,0,0.0,4,253.0,0.0,0.016666667,0.0,0.6,Feb,2,2,3,3,returning_visitor,False,False,2.0,7012e9638cad9445a563026afc83d891e7cd20b7bfdd30cab3f6b3cdfcae6c19
0,0.0,0,0.0,4,0.0,0.2,0.2,0.0,0.4,Feb,2,2,1,3,returning_visitor,False,False,2.0,f22378599b777a1e11e77dc15e45aea7018117a2cee0ed9588c4a1e1ce53d5c6
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.8,Feb,1,1,2,3,returning_visitor,False,False,2.0,d3278314d0852dc41ea6e1eb460bd3b3443981957f00adc8f10432b80fa96d34
2,22.0,0,0.0,25,436.5,0.008,0.024,0.0,0.2,Feb,2,4,1,1,returning_visitor,False,False,2.0,95ed9a33abc650e4ede92d526431cb8081dff2fb30ba1edc381a55a9ca29f6d5
0,0.0,1,93.0,30,1045.833333,0.012903226,0.035483871,0.0,0.2,Feb,1,1,1,3,returning_visitor,False,False,2.0,cab4b88db08153a05d71ebbf9a802429b906a8e2254a0c98b96becafe42720b9
0,0.0,0,0.0,12,317.8333333,0.0,0.005555556,0.0,0.0,Feb,1,1,1,4,returning_visitor,True,False,2.0,54047822f86d81641fdc3e412667614ad3d94b59e3487378710ec16820cba335
0,0.0,0,0.0,21,1146.333333,0.0,0.012962963,0.0,0.8,Feb,3,2,1,3,returning_visitor,False,False,2.0,7b61700d412c0d4b75dcac95e02199720360975bcf5f06c86c467818961f3c54
0,0.0,0,0.0,11,577.0,0.018181818,0.027272727,0.0,0.2,Feb,2,2,3,1,returning_visitor,False,False,2.0,57e90ed9a4a28c85172c255e11805b7badf0a7aedaeaf1b12b33a3f2624cdcab
0,0.0,0,0.0,8,95.0,0.0,0.075,0.0,0.0,Feb,4,1,3,3,returning_visitor,False,False,2.0,86427927b8deb924043332cff6e45afd13d369eaeac5edd4d5bfe2b81f85ef89
0,0.0,0,0.0,6,301.5,0.0,0.111111111,0.0,0.0,Feb,2,4,9,3,returning_visitor,False,False,2.0,5cbd07451a0b51036d7308c19732117e8dd730bc8771f5fa87c1b8b944a8597a
0,0.0,0,0.0,6,243.0,0.0,0.033333333,0.0,0.0,Feb,2,4,4,1,returning_visitor,False,False,2.0,92e756db0ab3fb9f38fd07e6a7f06ecfc06dafbf90fee4bb5148014b12bad035
0,0.0,0,0.0,4,135.5,0.0,0.05,0.0,0.6,Feb,2,2,1,2,returning_visitor,False,False,2.0,1c4f957b6e949495c345c4bc0fca0fe460b071cfffa75e16724c64f507c8b66e
0,0.0,2,75.0,14,442.3333333,0.0,0.034375,0.0,0.8,Feb,1,1,3,3,returning_visitor,False,False,2.0,2db8ed00b56f0e64a77761c0ca015d406b2c15f011c29d052f5dc4a4c3cd221c
0,0.0,0,0.0,3,41.0,0.0,0.066666667,0.0,0.0,Feb,1,1,3,3,returning_visitor,False,False,2.0,b3df8574543678836996c428f9ed6c86d7dfd17694736b21b0428d9650df669c
0,0.0,0,0.0,11,292.9,0.028,0.11952381,0.0,0.0,Feb,2,4,3,1,returning_visitor,False,False,2.0,d7145f6960463441dc816c152fbb9e53c7e17dc9120b34adc43c4bf1a6e06962
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Feb,1,1,3,3,returning_visitor,False,False,2.0,f0b3140a76122dadda0ef722a830869deed795e016c8f962c51ae9fe53121e1c
0,0.0,0,0.0,9,1238.333333,0.0,0.040740741,0.0,0.4,Feb,2,2,1,3,returning_visitor,False,False,2.0,50082f61c7f4a1a814eb802d8897ca715fa79f57d16ac3a3bdb3159c5a725ee2
0,0.0,0,0.0,10,225.4666667,0.0,0.05,0.0,0.4,Feb,1,1,8,3,returning_visitor,False,False,2.0,f08192376bc837138bb72df600f8fad2151a44e9333dcbb7390eaac1426368b4
4,462.0,0,0.0,51,1873.216667,0.0,0.00754717,0.0,0.6,Feb,2,2,9,3,returning_visitor,False,False,2.0,b5574fcd81455c119b75c2e33aeca5ab3b7a59d0994c081dd9c2580f352090cd
